infection_prob	prestige	size
0.1	2.23	0.7616487804878049
0.1	2.31	0.7612146341463415
0.1	3.52	0.7642536585365853
0.1	5.24	0.6906048780487805
0.1	6.12	0.7409951219512195
0.1	8.29	0.7548292682926828
0.1	9.28	0.7589756097560976
0.1	9.32	0.7424048780487805
0.1	9.98	0.6853756097560976
0.1	11.06	0.7360048780487805
0.1	13.43	0.7481365853658537
0.1	14.12	0.7381414634146343
0.1	15.31	0.7080975609756097
0.1	16.44	0.5774926829268293
0.1	17.82	0.6722585365853658
0.1	18.23	0.49697560975609745
0.1	18.82	0.5123463414634145
0.1	19.44	0.7222341463414634
0.1	21.92	0.5697463414634146
0.1	22.53	0.6777658536585366
0.1	24.79	0.7108975609756099
0.1	25.64	0.5319170731707317
0.1	26.17	0.5092
0.1	26.3	0.4345365853658536
0.1	26.95	0.6762487804878049
0.1	27.93	0.5597365853658537
0.1	28.65	0.685219512195122
0.1	29.37	0.6855902439024391
0.1	29.55	0.49618536585365847
0.1	30.5	0.2523073170731707
0.1	36.01	0.5707414634146342
0.1	37.36	0.4806097560975609
0.1	37.9	0.22106829268292683
0.1	38.11	0.4306731707317073
0.1	38.27	0.6074341463414633
0.1	38.94	0.515980487804878
0.1	39.69	0.6242243902439024
0.1	40.46	0.4046439024390243
0.1	40.57	0.2524390243902439
0.1	41.22	0.4674585365853658
0.1	42.17	0.5615951219512194
0.1	44.47	0.2928780487804878
0.1	46.4	0.24530243902439025
0.1	46.81	0.4748146341463414
0.1	51.73	0.17694634146341462
0.1	51.75	0.3575463414634146
0.1	54.86	0.06037560975609758
0.1	56.74	0.26520487804878046
0.1	56.76	0.22379512195121953
0.1	59.1	0.38433170731707317
0.1	61.39	0.24312682926829268
0.1	63.14	0.15694146341463416
0.1	64.97	0.03377073170731708
0.1	66.24	0.1447268292682927
0.1	67.81	0.40082439024390243
0.1	68.17	0.30713658536585364
0.1	69.84	0.19358536585365854
0.1	70.04	0.026487804878048783
0.1	70.82	0.1403170731707317
0.1	71.14	0.09841463414634147
0.1	74.4	0.09289268292682928
0.1	74.98	0.044360975609756104
0.1	75.2	0.09034634146341464
0.1	76.47	0.022653658536585367
0.1	78.54	0.05706829268292684
0.1	78.97	0.10889268292682928
0.1	79.33	0.1237658536585366
0.1	79.33	0.035146341463414645
0.1	79.49	0.17447804878048784
0.1	79.68	0.10974634146341464
0.1	80.22	0.11054146341463417
0.1	81.51	0.0635609756097561
0.1	81.65	0.05250243902439026
0.1	81.9	0.21146829268292683
0.1	82.16	0.1384878048780488
0.1	82.4	0.0903268292682927
0.1	83.35	0.06301463414634147
0.1	84.01	0.010151219512195123
0.1	84.55	0.013941463414634146
0.1	86.24	0.2495658536585366
0.1	87.19	0.025678048780487805
0.1	87.42	0.04344878048780488
0.1	87.49	0.158019512195122
0.1	87.66	0.025268292682926834
0.1	92.45	0.06422439024390245
0.1	92.5	0.049482926829268296
0.1	94.94	0.015351219512195122
0.1	97.34	0.15537560975609757
0.1	98.8	0.07009268292682927
0.1	99.58	0.05149268292682928
0.1	100.27	0.0993219512195122
0.1	100.62	0.079
0.1	100.9	0.0715219512195122
0.1	101.73	0.018765853658536585
0.1	101.86	0.07880487804878049
0.1	102.07	0.04013658536585366
0.1	102.17	0.06241463414634147
0.1	106.62	0.025463414634146343
0.1	107.42	0.03760000000000001
0.1	108.32	0.008019512195121953
0.1	108.71	0.009482926829268294
0.1	108.72	0.07250243902439024
0.1	109.31	0.05934146341463415
0.1	110.18	0.010658536585365854
0.1	111.94	0.06234634146341464
0.1	112.4	0.03831219512195123
0.1	113.61	0.03339024390243903
0.1	113.75	0.020526829268292687
0.1	113.87	0.041317073170731716
0.1	116.24	0.014326829268292684
0.1	116.75	0.1582926829268293
0.1	117.72	0.029292682926829273
0.1	119.03	0.010634146341463417
0.1	120.24	0.005482926829268292
0.1	120.85	0.008458536585365856
0.1	123.11	0.005995121951219513
0.1	124.35	0.05298048780487805
0.1	124.6	0.024375609756097563
0.1	125.51	0.025278048780487807
0.1	125.87	0.09299024390243903
0.1	126.0	0.00593170731707317
0.1	126.16	0.004878048780487805
0.1	126.69	0.01331219512195122
0.1	127.37	0.0784829268292683
0.1	127.72	0.011102439024390244
0.1	129.12	0.09400000000000001
0.1	130.03	0.017975609756097563
0.1	130.66	0.10341951219512195
0.1	130.86	0.012668292682926829
0.1	131.2	0.008897560975609757
0.1	133.22	0.010526829268292683
0.1	133.81	0.013473170731707316
0.1	134.13	0.0075219512195121956
0.1	134.48	0.0074975609756097565
0.1	135.62	0.004878048780487805
0.1	137.31	0.010790243902439024
0.1	137.49	0.009575609756097564
0.1	137.66	0.011292682926829268
0.1	137.87	0.06233658536585367
0.1	138.05	0.023536585365853662
0.1	138.72	0.013385365853658538
0.1	139.45	0.009619512195121954
0.1	139.97	0.006985365853658537
0.1	139.99	0.0054
0.1	140.75	0.007439024390243903
0.1	142.05	0.005824390243902439
0.1	142.2	0.055400000000000005
0.1	142.23	0.006331707317073171
0.1	143.2	0.004878048780487805
0.1	144.8	0.007141463414634146
0.1	145.24	0.0071268292682926835
0.1	145.66	0.09757560975609758
0.1	146.44	0.01684878048780488
0.1	146.5	0.02974634146341464
0.1	146.92	0.008726829268292683
0.1	148.23	0.02838536585365854
0.1	150.08	0.004878048780487805
0.1	150.95	0.004878048780487805
0.1	151.04	0.004878048780487805
0.1	151.45	0.06239024390243903
0.1	151.46	0.004878048780487805
0.1	151.76	0.007185365853658537
0.1	152.67	0.017678048780487808
0.1	153.44	0.007678048780487804
0.1	153.65	0.004878048780487805
0.1	154.88	0.03598048780487805
0.1	156.16	0.024478048780487805
0.1	156.35	0.006385365853658538
0.1	156.45	0.004878048780487805
0.1	156.98	0.0052878048780487805
0.1	157.66	0.006292682926829269
0.1	158.12	0.014453658536585366
0.1	159.2	0.005370731707317073
0.1	163.13	0.005399999999999999
0.1	163.79	0.004878048780487805
0.1	163.89	0.005282926829268293
0.1	164.22	0.014282926829268294
0.1	164.46	0.011741463414634147
0.1	164.68	0.004878048780487805
0.1	165.5	0.004878048780487805
0.1	166.53	0.005946341463414635
0.1	168.42	0.004878048780487805
0.1	169.02	0.0075024390243902455
0.1	169.16	0.004878048780487805
0.1	169.65	0.004878048780487805
0.1	169.71	0.004878048780487805
0.1	171.62	0.005331707317073171
0.1	171.68	0.01006829268292683
0.1	173.29	0.0053853658536585376
0.1	173.75	0.00827317073170732
0.1	174.47	0.005414634146341463
0.1	176.03	0.005331707317073171
0.1	178.55	0.005346341463414636
0.1	178.7	0.004878048780487805
0.1	178.73	0.004878048780487805
0.1	179.12	0.004878048780487805
0.1	179.97	0.004878048780487805
0.1	180.75	0.004878048780487805
0.1	181.14	0.004878048780487805
0.1	181.68	0.004878048780487805
0.1	182.16	0.004878048780487805
0.1	182.28	0.004878048780487805
0.1	182.47	0.004878048780487805
0.1	186.81	0.004878048780487805
0.1	186.84	0.004878048780487805
0.30000000000000004	2.23	0.9755073170731707
0.30000000000000004	2.31	0.9753121951219511
0.30000000000000004	3.52	0.9751317073170732
0.30000000000000004	5.24	0.9749609756097561
0.30000000000000004	6.12	0.9754146341463414
0.30000000000000004	8.29	0.9749365853658535
0.30000000000000004	9.28	0.9746731707317073
0.30000000000000004	9.32	0.9753707317073169
0.30000000000000004	9.98	0.9748634146341463
0.30000000000000004	11.06	0.975170731707317
0.30000000000000004	13.43	0.9748878048780487
0.30000000000000004	14.12	0.9750975609756096
0.30000000000000004	15.31	0.9753219512195122
0.30000000000000004	16.44	0.9748341463414634
0.30000000000000004	17.82	0.9754536585365854
0.30000000000000004	18.23	0.972370731707317
0.30000000000000004	18.82	0.9727463414634147
0.30000000000000004	19.44	0.9744878048780488
0.30000000000000004	21.92	0.9756487804878049
0.30000000000000004	22.53	0.9748487804878048
0.30000000000000004	24.79	0.9751268292682925
0.30000000000000004	25.64	0.9748292682926829
0.30000000000000004	26.17	0.973390243902439
0.30000000000000004	26.3	0.9683804878048781
0.30000000000000004	26.95	0.9755658536585367
0.30000000000000004	27.93	0.9748878048780486
0.30000000000000004	28.65	0.9757560975609756
0.30000000000000004	29.37	0.9752682926829268
0.30000000000000004	29.55	0.9750926829268292
0.30000000000000004	30.5	0.952219512195122
0.30000000000000004	36.01	0.9751609756097562
0.30000000000000004	37.36	0.9741512195121951
0.30000000000000004	37.9	0.8344146341463414
0.30000000000000004	38.11	0.9752878048780488
0.30000000000000004	38.27	0.9752634146341463
0.30000000000000004	38.94	0.9748390243902438
0.30000000000000004	39.69	0.974609756097561
0.30000000000000004	40.46	0.972341463414634
0.30000000000000004	40.57	0.9514243902439024
0.30000000000000004	41.22	0.9754634146341463
0.30000000000000004	42.17	0.9752195121951219
0.30000000000000004	44.47	0.9726585365853658
0.30000000000000004	46.4	0.9272878048780487
0.30000000000000004	46.81	0.9741414634146341
0.30000000000000004	51.73	0.7919121951219513
0.30000000000000004	51.75	0.9741121951219512
0.30000000000000004	54.86	0.7701658536585364
0.30000000000000004	56.74	0.9420390243902439
0.30000000000000004	56.76	0.9246536585365852
0.30000000000000004	59.1	0.9706878048780487
0.30000000000000004	61.39	0.9441609756097562
0.30000000000000004	63.14	0.9561414634146341
0.30000000000000004	64.97	0.48940487804878047
0.30000000000000004	66.24	0.8971999999999999
0.30000000000000004	67.81	0.9730585365853658
0.30000000000000004	68.17	0.9426585365853658
0.30000000000000004	69.84	0.954370731707317
0.30000000000000004	70.04	0.3114878048780488
0.30000000000000004	70.82	0.8879219512195122
0.30000000000000004	71.14	0.7728048780487804
0.30000000000000004	74.4	0.8242975609756097
0.30000000000000004	74.98	0.660390243902439
0.30000000000000004	75.2	0.815
0.30000000000000004	76.47	0.3568
0.30000000000000004	78.54	0.7198585365853659
0.30000000000000004	78.97	0.8851707317073171
0.30000000000000004	79.33	0.7964731707317073
0.30000000000000004	79.33	0.7037121951219513
0.30000000000000004	79.49	0.7476048780487805
0.30000000000000004	79.68	0.7564439024390244
0.30000000000000004	80.22	0.7056682926829267
0.30000000000000004	81.51	0.8035853658536585
0.30000000000000004	81.65	0.632180487804878
0.30000000000000004	81.9	0.9356487804878048
0.30000000000000004	82.16	0.8799219512195121
0.30000000000000004	82.4	0.364009756097561
0.30000000000000004	83.35	0.7305414634146341
0.30000000000000004	84.01	0.2464829268292683
0.30000000000000004	84.55	0.34422926829268297
0.30000000000000004	86.24	0.9609951219512195
0.30000000000000004	87.19	0.40861951219512194
0.30000000000000004	87.42	0.5051658536585365
0.30000000000000004	87.49	0.7528146341463414
0.30000000000000004	87.66	0.4570731707317072
0.30000000000000004	92.45	0.8187463414634146
0.30000000000000004	92.5	0.6602731707317073
0.30000000000000004	94.94	0.36498536585365854
0.30000000000000004	97.34	0.8685999999999999
0.30000000000000004	98.8	0.7657073170731706
0.30000000000000004	99.58	0.6996585365853659
0.30000000000000004	100.27	0.8104487804878049
0.30000000000000004	100.62	0.7273170731707317
0.30000000000000004	100.9	0.6198243902439023
0.30000000000000004	101.73	0.4709951219512195
0.30000000000000004	101.86	0.7809268292682927
0.30000000000000004	102.07	0.5101707317073171
0.30000000000000004	102.17	0.6411219512195121
0.30000000000000004	106.62	0.5393853658536585
0.30000000000000004	107.42	0.6399268292682927
0.30000000000000004	108.32	0.09334634146341463
0.30000000000000004	108.71	0.16986829268292683
0.30000000000000004	108.72	0.7767951219512195
0.30000000000000004	109.31	0.5706731707317073
0.30000000000000004	110.18	0.15192682926829268
0.30000000000000004	111.94	0.5940731707317073
0.30000000000000004	112.4	0.5394682926829268
0.30000000000000004	113.61	0.4388682926829268
0.30000000000000004	113.75	0.3693707317073171
0.30000000000000004	113.87	0.4102487804878049
0.30000000000000004	116.24	0.2644243902439024
0.30000000000000004	116.75	0.8620439024390244
0.30000000000000004	117.72	0.46052195121951217
0.30000000000000004	119.03	0.19693170731707318
0.30000000000000004	120.24	0.05901951219512196
0.30000000000000004	120.85	0.1769658536585366
0.30000000000000004	123.11	0.03541463414634147
0.30000000000000004	124.35	0.6437853658536585
0.30000000000000004	124.6	0.4350195121951219
0.30000000000000004	125.51	0.23774634146341464
0.30000000000000004	125.87	0.5326390243902439
0.30000000000000004	126.0	0.0077512195121951215
0.30000000000000004	126.16	0.004878048780487805
0.30000000000000004	126.69	0.2557756097560976
0.30000000000000004	127.37	0.34649756097560974
0.30000000000000004	127.72	0.21454146341463418
0.30000000000000004	129.12	0.7346048780487804
0.30000000000000004	130.03	0.30201463414634144
0.30000000000000004	130.66	0.6237560975609756
0.30000000000000004	130.86	0.2572
0.30000000000000004	131.2	0.13919512195121952
0.30000000000000004	133.22	0.21144878048780485
0.30000000000000004	133.81	0.19331219512195122
0.30000000000000004	134.13	0.08277560975609756
0.30000000000000004	134.48	0.138
0.30000000000000004	135.62	0.004878048780487805
0.30000000000000004	137.31	0.15308780487804877
0.30000000000000004	137.49	0.10877073170731709
0.30000000000000004	137.66	0.2317609756097561
0.30000000000000004	137.87	0.696209756097561
0.30000000000000004	138.05	0.47649756097560975
0.30000000000000004	138.72	0.2525707317073171
0.30000000000000004	139.45	0.19155121951219514
0.30000000000000004	139.97	0.14386341463414634
0.30000000000000004	139.99	0.006770731707317074
0.30000000000000004	140.75	0.10669268292682928
0.30000000000000004	142.05	0.03333658536585366
0.30000000000000004	142.2	0.3416341463414634
0.30000000000000004	142.23	0.09324390243902439
0.30000000000000004	143.2	0.004878048780487805
0.30000000000000004	144.8	0.1121609756097561
0.30000000000000004	145.24	0.1419219512195122
0.30000000000000004	145.66	0.5372780487804878
0.30000000000000004	146.44	0.28125365853658535
0.30000000000000004	146.5	0.3399463414634146
0.30000000000000004	146.92	0.04620487804878049
0.30000000000000004	148.23	0.37544390243902437
0.30000000000000004	150.08	0.004878048780487805
0.30000000000000004	150.95	0.004878048780487805
0.30000000000000004	151.04	0.004878048780487805
0.30000000000000004	151.45	0.5149609756097562
0.30000000000000004	151.46	0.004878048780487805
0.30000000000000004	151.76	0.08579024390243903
0.30000000000000004	152.67	0.26738048780487805
0.30000000000000004	153.44	0.10087804878048781
0.30000000000000004	153.65	0.004878048780487805
0.30000000000000004	154.88	0.35035609756097563
0.30000000000000004	156.16	0.2781658536585365
0.30000000000000004	156.35	0.08021951219512195
0.30000000000000004	156.45	0.004878048780487805
0.30000000000000004	156.98	0.006434146341463415
0.30000000000000004	157.66	0.04001951219512195
0.30000000000000004	158.12	0.2740487804878049
0.30000000000000004	159.2	0.0062
0.30000000000000004	163.13	0.006365853658536586
0.30000000000000004	163.79	0.004878048780487805
0.30000000000000004	163.89	0.006282926829268293
0.30000000000000004	164.22	0.1948780487804878
0.30000000000000004	164.46	0.17129756097560978
0.30000000000000004	164.68	0.004878048780487805
0.30000000000000004	165.5	0.004878048780487805
0.30000000000000004	166.53	0.053068292682926836
0.30000000000000004	168.42	0.004878048780487805
0.30000000000000004	169.02	0.11318536585365854
0.30000000000000004	169.16	0.004878048780487805
0.30000000000000004	169.65	0.004878048780487805
0.30000000000000004	169.71	0.004878048780487805
0.30000000000000004	171.62	0.006380487804878049
0.30000000000000004	171.68	0.1974048780487805
0.30000000000000004	173.29	0.11202439024390244
0.30000000000000004	173.75	0.14468780487804878
0.30000000000000004	174.47	0.006331707317073171
0.30000000000000004	176.03	0.006175609756097561
0.30000000000000004	178.55	0.006243902439024391
0.30000000000000004	178.7	0.004878048780487805
0.30000000000000004	178.73	0.004878048780487805
0.30000000000000004	179.12	0.004878048780487805
0.30000000000000004	179.97	0.004878048780487805
0.30000000000000004	180.75	0.004878048780487805
0.30000000000000004	181.14	0.004878048780487805
0.30000000000000004	181.68	0.004878048780487805
0.30000000000000004	182.16	0.004878048780487805
0.30000000000000004	182.28	0.004878048780487805
0.30000000000000004	182.47	0.004878048780487805
0.30000000000000004	186.81	0.004878048780487805
0.30000000000000004	186.84	0.004878048780487805
0.5	2.23	0.9954000000000001
0.5	2.31	0.9953902439024391
0.5	3.52	0.9951219512195122
0.5	5.24	0.9955121951219513
0.5	6.12	0.9953609756097562
0.5	8.29	0.9952780487804879
0.5	9.28	0.9952975609756097
0.5	9.32	0.9954146341463416
0.5	9.98	0.9952975609756098
0.5	11.06	0.9953073170731708
0.5	13.43	0.9951024390243902
0.5	14.12	0.9953219512195123
0.5	15.31	0.9955121951219513
0.5	16.44	0.9953121951219512
0.5	17.82	0.9954243902439025
0.5	18.23	0.9953853658536587
0.5	18.82	0.9953073170731709
0.5	19.44	0.995439024390244
0.5	21.92	0.995468292682927
0.5	22.53	0.9953951219512196
0.5	24.79	0.9951756097560976
0.5	25.64	0.9955024390243904
0.5	26.17	0.995229268292683
0.5	26.3	0.9954780487804878
0.5	26.95	0.9956341463414634
0.5	27.93	0.9956
0.5	28.65	0.9953512195121952
0.5	29.37	0.9954097560975611
0.5	29.55	0.9951804878048781
0.5	30.5	0.995419512195122
0.5	36.01	0.9955219512195123
0.5	37.36	0.9955560975609756
0.5	37.9	0.980839024390244
0.5	38.11	0.9953560975609758
0.5	38.27	0.9954536585365854
0.5	38.94	0.9953365853658537
0.5	39.69	0.9951658536585367
0.5	40.46	0.9954000000000001
0.5	40.57	0.9953317073170732
0.5	41.22	0.9953512195121953
0.5	42.17	0.9953756097560975
0.5	44.47	0.9956926829268293
0.5	46.4	0.9955170731707318
0.5	46.81	0.995209756097561
0.5	51.73	0.9760439024390244
0.5	51.75	0.9952390243902439
0.5	54.86	0.976868292682927
0.5	56.74	0.995419512195122
0.5	56.76	0.9943317073170733
0.5	59.1	0.9953219512195123
0.5	61.39	0.9952390243902439
0.5	63.14	0.9953853658536587
0.5	64.97	0.8557756097560976
0.5	66.24	0.9956243902439026
0.5	67.81	0.9953560975609758
0.5	68.17	0.9955121951219512
0.5	69.84	0.9958341463414636
0.5	70.04	0.6260048780487805
0.5	70.82	0.994609756097561
0.5	71.14	0.9737121951219513
0.5	74.4	0.9829658536585366
0.5	74.98	0.9472975609756097
0.5	75.2	0.9787512195121951
0.5	76.47	0.7439463414634147
0.5	78.54	0.9680243902439024
0.5	78.97	0.9955121951219513
0.5	79.33	0.9819268292682928
0.5	79.33	0.9803170731707319
0.5	79.49	0.9699804878048781
0.5	79.68	0.9888439024390244
0.5	80.22	0.9671560975609756
0.5	81.51	0.9898829268292683
0.5	81.65	0.9623073170731707
0.5	81.9	0.995439024390244
0.5	82.16	0.9943707317073172
0.5	82.4	0.7562341463414635
0.5	83.35	0.9741268292682927
0.5	84.01	0.5551999999999999
0.5	84.55	0.7127560975609756
0.5	86.24	0.9952926829268294
0.5	87.19	0.8510292682926829
0.5	87.42	0.816151219512195
0.5	87.49	0.9761951219512196
0.5	87.66	0.8096585365853658
0.5	92.45	0.9935951219512196
0.5	92.5	0.9463902439024391
0.5	94.94	0.8352
0.5	97.34	0.9936146341463415
0.5	98.8	0.9806780487804879
0.5	99.58	0.9523658536585367
0.5	100.27	0.9904731707317075
0.5	100.62	0.9744878048780488
0.5	100.9	0.9471414634146342
0.5	101.73	0.8714097560975611
0.5	101.86	0.9868292682926829
0.5	102.07	0.7979268292682926
0.5	102.17	0.9608341463414635
0.5	106.62	0.904219512195122
0.5	107.42	0.9544439024390244
